state,year,support,fte,cpi_u_rs,cpi_u_rs_2019_adj,real_support_fte
Ohio,1985,939100000,309100,165.7,2.2721786360893184,6903.277117927786
Oklahoma,1985,437000000,100506,165.7,2.2721786360893184,9879.430720265776
Oregon,1985,282600000,90175,165.7,2.2721786360893184,7120.794927184268
Pennsylvania,1985,865000000,258935,165.7,2.2721786360893184,7590.455211606235
Rhode Island,1985,99200000,22831,165.7,2.2721786360893184,9872.547006266057
South Carolina,1985,445100000,96763,165.7,2.2721786360893184,10451.791603436805
South Dakota,1985,59100000,19311,165.7,2.2721786360893184,6953.847930862136
Tennessee,1985,485400000,121932,165.7,2.2721786360893184,9045.332726091223
Texas,1985,2299600000,525249,165.7,2.2721786360893184,9947.85709549375
Utah,1985,235800000,54551,165.7,2.2721786360893184,9821.629711460126
Vermont,1985,37000000,14275,165.7,2.2721786360893184,5889.3596872367625
Virginia,1985,679200000,179638,165.7,2.2721786360893184,8590.964771550925
Washington,1985,558400000,149298,165.7,2.2721786360893184,8498.33588120588
West Virginia,1985,192800000,53784,165.7,2.2721786360893184,8145.099677190625
Wisconsin,1985,611500000,190722,165.7,2.2721786360893184,7285.144010489708
Wyoming,1985,100100000,21384,165.7,2.2721786360893184,10636.227154533331
U.S.,1985,27301900000,7081481,165.7,2.2721786360893184,8760.144086335466
Alabama,1984,449600000,144962,160.2,2.350187265917603,7289.11159308339
Alaska,1984,158100000,15061,160.2,2.350187265917603,24670.646487057504
Arizona,1984,328000000,121672,160.2,2.350187265917603,6335.569590546501
Arkansas,1984,194000000,55831,160.2,2.350187265917603,8166.365094446007
California,1984,2662300000,993557,160.2,2.350187265917603,6297.478210160499
Colorado,1984,342800000,117535,160.2,2.350187265917603,6854.504571034622
Connecticut,1984,263800000,62048,160.2,2.350187265917603,9991.932064676763
Delaware,1984,75600000,21799,160.2,2.350187265917603,8150.564581098711
Florida,1984,921000000,288205,160.2,2.350187265917603,7510.357113548038
Georgia,1984,625900000,165715,160.2,2.350187265917603,8876.578521786367
Hawaii,1984,203000000,31453,160.2,2.350187265917603,15168.283311012412
Idaho,1984,106800000,27034,160.2,2.350187265917603,9284.604572020418
Illinois,1984,1033500000,363200,160.2,2.350187265917603,6687.551044399347
Indiana,1984,499300000,157304,160.2,2.350187265917603,7459.749922905071
Iowa,1984,341300000,97758,160.2,2.350187265917603,8205.148569505083
Kansas,1984,300700000,91689,160.2,2.350187265917603,7707.590996318241
Kentucky,1984,393800000,91516,160.2,2.350187265917603,10113.026632701954
Louisiana,1984,501300000,122965,160.2,2.350187265917603,9581.172499528277
Maine,1984,74400000,26500,160.2,2.350187265917603,6598.2616069535725
Maryland,1984,426300000,144646,160.2,2.350187265917603,6926.460679594833
Massachusetts,1984,419800000,123000,160.2,2.350187265917603,8021.208245790323
Michigan,1984,851500000,327278,160.2,2.350187265917603,6114.6317715484665
Minnesota,1984,579500000,157823,160.2,2.350187265917603,8629.499633128575
Mississippi,1984,307800000,91013,160.2,2.350187265917603,7948.1792760313165
Missouri,1984,340800000,134278,160.2,2.350187265917603,5964.817916745254
Montana,1984,103600000,29288,160.2,2.350187265917603,8313.281915769723
Nebraska,1984,206600000,61143,160.2,2.350187265917603,7941.198324232975
Nevada,1984,75400000,22747,160.2,2.350187265917603,7790.219363001155
New Hampshire,1984,41100000,20902,160.2,2.350187265917603,4621.217903990694
New Jersey,1984,637500000,164310,160.2,2.350187265917603,9118.400474849199
New Mexico,1984,216800000,54628,160.2,2.350187265917603,9327.095981015895
New York,1984,1751500000,430135,160.2,2.350187265917603,9569.909438326762
North Carolina,1984,710300000,194188,160.2,2.350187265917603,8596.504495546962
North Dakota,1984,108700000,31585,160.2,2.350187265917603,8088.186031510004
Ohio,1984,857300000,320300,160.2,2.350187265917603,6290.401320859073
Oklahoma,1984,430000000,106054,160.2,2.350187265917603,9528.924173954489
Oregon,1984,274400000,93452,160.2,2.350187265917603,6900.776717114565
Pennsylvania,1984,792400000,256292,160.2,2.350187265917603,7266.275925557991
Rhode Island,1984,92900000,23831,160.2,2.350187265917603,9161.696823622397
South Carolina,1984,380300000,97611,160.2,2.350187265917603,9156.511225460907
South Dakota,1984,55500000,20289,160.2,2.350187265917603,6428.872455933115
Tennessee,1984,380400000,122405,160.2,2.350187265917603,7303.7150112745085
Texas,1984,2218900000,527346,160.2,2.350187265917603,9888.821616821915
Utah,1984,199000000,55532,160.2,2.350187265917603,8421.941689793326
Vermont,1984,35100000,14288,160.2,2.350187265917603,5773.486354542824
Virginia,1984,600500000,182342,160.2,2.350187265917603,7739.782678612281
Washington,1984,543800000,150569,160.2,2.350187265917603,8488.014366874937
West Virginia,1984,171000000,56136,160.2,2.350187265917603,7159.078353853322
Wisconsin,1984,589600000,194783,160.2,2.350187265917603,7113.918627318702
Wyoming,1984,99200000,18760,160.2,2.350187265917603,12427.429465832955
U.S.,1984,23972700000,7222758,160.2,2.350187265917603,7800.390691431573
Alabama,1983,401600000,145520,153.8,2.4479843953185956,6755.844785321248
Alaska,1983,148000000,13941,153.8,2.4479843953185956,25988.213937820252
Arizona,1983,284100000,125103,153.8,2.4479843953185956,5559.198154400878
Arkansas,1983,186500000,55935,153.8,2.4479843953185956,8162.136224670029
California,1983,2973200000,1053638,153.8,2.4479843953185956,6907.825272210425
Colorado,1983,322600000,118319,153.8,2.4479843953185956,6674.496622941192
Connecticut,1983,243100000,62000,153.8,2.4479843953185956,9598.467846805655
Delaware,1983,74700000,21613,153.8,2.4479843953185956,8460.853853250315
Florida,1983,841000000,287714,153.8,2.4479843953185956,7155.560301073076
Georgia,1983,598700000,167684,153.8,2.4479843953185956,8740.298761224942
Hawaii,1983,200000000,32457,153.8,2.4479843953185956,15084.477279592047
Idaho,1983,99900000,27252,153.8,2.4479843953185956,8973.786918109778
Illinois,1983,931300000,385343,153.8,2.4479843953185956,5916.30798369299
Indiana,1983,456100000,157631,153.8,2.4479843953185956,7083.1605629908545
Iowa,1983,350800000,96266,153.8,2.4479843953185956,8920.62541164859
Kansas,1983,299300000,91735,153.8,2.4479843953185956,7986.9376957416
Kentucky,1983,361200000,93637,153.8,2.4479843953185956,9442.976212278018
Louisiana,1983,489400000,119225,153.8,2.4479843953185956,10048.593525426048
Maine,1983,70800000,26500,153.8,2.4479843953185956,6540.275290134209
Maryland,1983,423800000,141311,153.8,2.4479843953185956,7341.649176186007
Massachusetts,1983,387000000,124638,153.8,2.4479843953185956,7600.972103116999
Michigan,1983,811900000,320195,153.8,2.4479843953185956,6207.212887643992
Minnesota,1983,532400000,159976,153.8,2.4479843953185956,8146.890108938967
Mississippi,1983,275800000,90839,153.8,2.4479843953185956,7432.425458546094
Missouri,1983,334200000,134852,153.8,2.4479843953185956,6066.772349801818
Montana,1983,95300000,29042,153.8,2.4479843953185956,8032.949276009302
Nebraska,1983,196100000,61603,153.8,2.4479843953185956,7792.635746992461
Nevada,1983,71900000,23227,153.8,2.4479843953185956,7577.822276807466
New Hampshire,1983,35200000,20634,153.8,2.4479843953185956,4176.0710824471535
New Jersey,1983,585800000,168663,153.8,2.4479843953185956,8502.334588959246
New Mexico,1983,207100000,54058,153.8,2.4479843953185956,9378.400389775448
New York,1983,1665100000,435011,153.8,2.4479843953185956,9370.197113739638
North Carolina,1983,673800000,185485,153.8,2.4479843953185956,8892.64299304887
North Dakota,1983,105600000,29930,153.8,2.4479843953185956,8637.05820733858
Ohio,1983,736600000,313600,153.8,2.4479843953185956,5749.953142830604
Oklahoma,1983,464000000,104915,153.8,2.4479843953185956,10826.523942504202
Oregon,1983,231000000,96198,153.8,2.4479843953185956,5878.338378330064
Pennsylvania,1983,763600000,259935,153.8,2.4479843953185956,7191.3396974831385
Rhode Island,1983,88400000,23481,153.8,2.4479843953185956,9216.03937422443
South Carolina,1983,347300000,100659,153.8,2.4479843953185956,8446.189416685525
South Dakota,1983,55500000,20673,153.8,2.4479843953185956,6572.008607371066
Tennessee,1983,365400000,123790,153.8,2.4479843953185956,7225.894644554608
Texas,1983,2016500000,518400,153.8,2.4479843953185956,9522.300411188173
Utah,1983,192200000,54326,153.8,2.4479843953185956,8660.726001918678
Vermont,1983,32400000,13984,153.8,2.4479843953185956,5671.817391899493
Virginia,1983,572300000,183630,153.8,2.4479843953185956,7629.371395963797
Washington,1983,443700000,150375,153.8,2.4479843953185956,7223.080140999906
West Virginia,1983,162900000,56425,153.8,2.4479843953185956,7067.375418651293
Wisconsin,1983,543700000,194386,153.8,2.4479843953185956,6847.042048988716
Wyoming,1983,97200000,16592,153.8,2.4479843953185956,14340.89219051154
U.S.,1983,22846000000,7292346,153.8,2.4479843953185956,7669.226267575432
Alabama,1982,371100000,144840,147.5,2.552542372881356,6539.9646132026455
Alaska,1982,127300000,12794,147.5,2.552542372881356,25397.736756901406
Arizona,1982,307400000,122762,147.5,2.552542372881356,6391.648274089122
Arkansas,1982,174100000,55883,147.5,2.552542372881356,7952.2865114371825
California,1982,3088100000,1075967,147.5,2.552542372881356,7325.973846498001
Colorado,1982,285300000,117425,147.5,2.552542372881356,6201.748681993194
Connecticut,1982,220200000,61391,147.5,2.552542372881356,9155.573789455695
Delaware,1982,69900000,21821,147.5,2.552542372881356,8176.6514763029545
Florida,1982,797700000,296090,147.5,2.552542372881356,6876.838295273254
Georgia,1982,559200000,161800,147.5,2.552542372881356,8821.889338165971
Hawaii,1982,170000000,31540,147.5,2.552542372881356,13758.154831636984
Idaho,1982,96900000,28720,147.5,2.552542372881356,8612.164203767526
Illinois,1982,898700000,387811,147.5,2.552542372881356,5915.174738489817
Indiana,1982,453800000,155892,147.5,2.552542372881356,7430.424452913295
Iowa,1982,306700000,94316,147.5,2.552542372881356,8300.444736446752
Kansas,1982,287200000,90814,147.5,2.552542372881356,8072.435632077933
Kentucky,1982,332800000,93790,147.5,2.552542372881356,9057.320627944508
Louisiana,1982,459800000,115702,147.5,2.552542372881356,10143.80894929083
Maine,1982,64800000,26700,147.5,2.552542372881356,6194.934298228908
Maryland,1982,376200000,138254,147.5,2.552542372881356,6945.668412327789
Massachusetts,1982,362000000,127374,147.5,2.552542372881356,7254.387386617762
Michigan,1982,883000000,327077,147.5,2.552542372881356,6891.022344139873
Minnesota,1982,536900000,162921,147.5,2.552542372881356,8411.806949380374
Mississippi,1982,262000000,90754,147.5,2.552542372881356,7368.998630307373
Missouri,1982,318700000,134973,147.5,2.552542372881356,6027.096191366333
Montana,1982,83700000,28071,147.5,2.552542372881356,7610.979181723826
Nebraska,1982,191000000,61200,147.5,2.552542372881356,7966.267863077434
Nevada,1982,68600000,21797,147.5,2.552542372881356,8033.41775380378
New Hampshire,1982,39300000,20714,147.5,2.552542372881356,4842.8558102847
New Jersey,1982,553100000,171609,147.5,2.552542372881356,8226.906435214225
New Mexico,1982,188600000,52209,147.5,2.552542372881356,9220.81425664969
New York,1982,1550900000,435249,147.5,2.552542372881356,9095.34075001136
North Carolina,1982,627000000,180471,147.5,2.552542372881356,8868.150937250917
North Dakota,1982,105100000,29369,147.5,2.552542372881356,9134.53653137085
Ohio,1982,718100000,322800,147.5,2.552542372881356,5678.378804108122
Oklahoma,1982,390000000,101627,147.5,2.552542372881356,9795.54178932497
Oregon,1982,248400000,99365,147.5,2.552542372881356,6381.034825378441
Pennsylvania,1982,718800000,254222,147.5,2.552542372881356,7217.185993451073
Rhode Island,1982,81800000,24622,147.5,2.552542372881356,8480.138335703636
South Carolina,1982,341700000,99522,147.5,2.552542372881356,8763.928868125231
South Dakota,1982,57000000,20701,147.5,2.552542372881356,7028.400331106579
Tennessee,1982,347400000,121408,147.5,2.552542372881356,7303.910947705119
Texas,1982,1887800000,493400,147.5,2.552542372881356,9766.294064704953
Utah,1982,173800000,51757,147.5,2.552542372881356,8571.436992228677
Vermont,1982,29800000,14170,147.5,2.552542372881356,5368.084877336938
Virginia,1982,529400000,185937,147.5,2.552542372881356,7267.601027247884
Washington,1982,443100000,151683,147.5,2.552542372881356,7456.547704249841
West Virginia,1982,169700000,56448,147.5,2.552542372881356,7673.725210423153
Wisconsin,1982,525400000,191396,147.5,2.552542372881356,7006.968602854106
Wyoming,1982,82600000,15489,147.5,2.552542372881356,13612.240945186906
U.S.,1982,21961900000,7282647,147.5,2.552542372881356,7697.569350674699
Alabama,1981,368200000,145092,139.1,2.706685837526959,6868.757239388983
Alaska,1981,105300000,11744,139.1,2.706685837526959,24268.90486134101
Arizona,1981,267900000,121835,139.1,2.706685837526959,5951.665251146816
Arkansas,1981,164700000,55125,139.1,2.706685837526959,8086.914420692792
California,1981,3077300000,1048051,139.1,2.706685837526959,7947.40363572165
Colorado,1981,235200000,115913,139.1,2.706685837526959,5492.157989063701
Connecticut,1981,200600000,60385,139.1,2.706685837526959,8991.656520790064
Delaware,1981,58800000,21253,139.1,2.706685837526959,7488.501729006973
Florida,1981,714700000,299391,139.1,2.706685837526959,6461.344422779969
Georgia,1981,484200000,158724,139.1,2.706685837526959,8256.957249883782
Hawaii,1981,150000000,30643,139.1,2.706685837526959,13249.449323794794
Idaho,1981,98700000,28373,139.1,2.706685837526959,9415.637830469492
Illinois,1981,868500000,369824,139.1,2.706685837526959,6356.419945412315
Indiana,1981,435700000,153234,139.1,2.706685837526959,7696.092377739248
Iowa,1981,281200000,90586,139.1,2.706685837526959,8402.181987421687
Kansas,1981,271000000,89991,139.1,2.706685837526959,8150.946894353946
Kentucky,1981,303400000,93863,139.1,2.706685837526959,8749.01167771837
Louisiana,1981,400500000,110043,139.1,2.706685837526959,9850.94624764453
Maine,1981,59700000,26650,139.1,2.706685837526959,6063.382532846508
Maryland,1981,365100000,134769,139.1,2.706685837526959,7332.62841811613
Massachusetts,1981,340000000,128268,139.1,2.706685837526959,7174.612411195046
Michigan,1981,717500000,328483,139.1,2.706685837526959,5912.169239886366
Minnesota,1981,471800000,159470,139.1,2.706685837526959,8007.865919265187
Mississippi,1981,242900000,85165,139.1,2.706685837526959,7719.7673919485505
Missouri,1981,332400000,130240,139.1,2.706685837526959,6908.034186071569
Montana,1981,66500000,27137,139.1,2.706685837526959,6632.811592863721
Nebraska,1981,176300000,59389,139.1,2.706685837526959,8034.967976494012
Nevada,1981,64100000,21022,139.1,2.706685837526959,8253.190095399015
New Hampshire,1981,32900000,19803,139.1,2.706685837526959,4496.791599991767
New Jersey,1981,500700000,172559,139.1,2.706685837526959,7853.763633596326
New Mexico,1981,164500000,50357,139.1,2.706685837526959,8841.86548589441
New York,1981,1376900000,431841,139.1,2.706685837526959,8630.110919738676
North Carolina,1981,561200000,174900,139.1,2.706685837526959,8684.91762161309
North Dakota,1981,83900000,27811,139.1,2.706685837526959,8165.507956150871
Ohio,1981,698900000,303300,139.1,2.706685837526959,6237.0680245551985
Oklahoma,1981,324000000,100947,139.1,2.706685837526959,8687.392506550315
Oregon,1981,219600000,100604,139.1,2.706685837526959,5908.196591794762
Pennsylvania,1981,640900000,246924,139.1,2.706685837526959,7025.299093125934
Rhode Island,1981,78100000,24117,139.1,2.706685837526959,8765.276108589605
South Carolina,1981,337200000,99113,139.1,2.706685837526959,9208.625149214438
South Dakota,1981,50200000,19738,139.1,2.706685837526959,6883.961345822948
Tennessee,1981,321200000,123796,139.1,2.706685837526959,7022.742988575231
Texas,1981,1451700000,483100,139.1,2.706685837526959,8133.504099229738
Utah,1981,155600000,50269,139.1,2.706685837526959,8378.131976351127
Vermont,1981,26500000,14120,139.1,2.706685837526959,5079.82823615187
Virginia,1981,499600000,181432,139.1,2.706685837526959,7453.262072999629
Washington,1981,451800000,168150,139.1,2.706685837526959,7272.558200384657
West Virginia,1981,152700000,55468,139.1,2.706685837526959,7451.340004874282
Wisconsin,1981,505300000,184388,139.1,2.706685837526959,7417.447739019744
Wyoming,1981,70500000,14528,139.1,2.706685837526959,13134.729594276612
U.S.,1981,20026100000,7151928,139.1,2.706685837526959,7578.985869390553
Alabama,1980,317400000,138620,127.1,2.962234461054288,6782.66641133048
Alaska,1980,86500000,10530,127.1,2.962234461054288,24333.644907995815
Arizona,1980,231800000,120148,127.1,2.962234461054288,5715.001065955189
Arkansas,1980,156300000,53130,127.1,2.962234461054288,8714.422101689916
California,1980,2653000000,979142,127.1,2.962234461054288,8026.21889897178
Colorado,1980,217900000,113281,127.1,2.962234461054288,5697.962492066007
Connecticut,1980,178700000,58909,127.1,2.962234461054288,8985.91553396597
Delaware,1980,51100000,20664,127.1,2.962234461054288,7325.308795967582
Florida,1980,625800000,287388,127.1,2.962234461054288,6450.395721908269
Georgia,1980,431700000,157155,127.1,2.962234461054288,8137.167871446255
Hawaii,1980,134000000,30465,127.1,2.962234461054288,13029.358863655822
Idaho,1980,88200000,26647,127.1,2.962234461054288,9804.821535819725
Illinois,1980,793300000,342097,127.1,2.962234461054288,6869.223050638757
Indiana,1980,388400000,142061,127.1,2.962234461054288,8098.8579882831
Iowa,1980,247200000,84210,127.1,2.962234461054288,8695.693608509915
Kansas,1980,245700000,87216,127.1,2.962234461054288,8345.039982125281
Kentucky,1980,298900000,89389,127.1,2.962234461054288,9905.154777535567
Louisiana,1980,333100000,106686,127.1,2.962234461054288,9248.826453116466
Maine,1980,54700000,26250,127.1,2.962234461054288,6172.732381701698
Maryland,1980,325300000,133228,127.1,2.962234461054288,7232.8254584693905
Massachusetts,1980,330400000,122952,127.1,2.962234461054288,7960.198011682094
Michigan,1980,766600000,318166,127.1,2.962234461054288,7137.3086308537595
Minnesota,1980,458500000,149418,127.1,2.962234461054288,9089.83188366456
Mississippi,1980,217600000,85292,127.1,2.962234461054288,7557.358471197921
Missouri,1980,303600000,120468,127.1,2.962234461054288,7465.338366836685
Montana,1980,60500000,25452,127.1,2.962234461054288,7041.300679466621
Nebraska,1980,161100000,56360,127.1,2.962234461054288,8467.281257555816
Nevada,1980,58300000,19367,127.1,2.962234461054288,8917.14096553235
New Hampshire,1980,29800000,19415,127.1,2.962234461054288,4546.720934299139
New Jersey,1980,466800000,171390,127.1,2.962234461054288,8067.979732890727
New Mexico,1980,137300000,48268,127.1,2.962234461054288,8426.17865879576
New York,1980,1286600000,418679,127.1,2.962234461054288,9102.9424871857609
North Carolina,1980,492700000,165642,127.1,2.962234461054288,8811.128330746113
North Dakota,1980,75700000,26735,127.1,2.962234461054288,8387.549979495403
Ohio,1980,649300000,291000,127.1,2.962234461054288,6609.549263101544
Oklahoma,1980,274000000,96476,127.1,2.962234461054288,8412.9964170247
Oregon,1980,227700000,96946,127.1,2.962234461054288,6957.48960021106
Pennsylvania,1980,635000000,243296,127.1,2.962234461054288,7731.400774239909
Rhode Island,1980,72700000,23237,127.1,2.962234461054288,9267.738749350036
South Carolina,1980,311800000,95600,127.1,2.962234461054288,9661.346286158232
South Dakota,1980,51200000,18623,127.1,2.962234461054288,8144.037180152475
Tennessee,1980,317800000,124022,127.1,2.962234461054288,7590.57354117054
Texas,1980,1302600000,466900,127.1,2.962234461054288,8264.310578216568
Utah,1980,138800000,47061,127.1,2.962234461054288,8736.706470205376
Vermont,1980,24700000,13656,127.1,2.962234461054288,5357.878675164097
Virginia,1980,433200000,175197,127.1,2.962234461054288,7324.554464566845
Washington,1980,456900000,163866,127.1,2.962234461054288,8259.461543307973
West Virginia,1980,145300000,53331,127.1,2.962234461054288,8070.590598173446
Wisconsin,1980,463300000,174163,127.1,2.962234461054288,7879.99302840702
Wyoming,1980,51700000,14048,127.1,2.962234461054288,10901.731323783222
U.S.,1980,18260500000,6852242,127.1,2.962234461054288,7894.04145038687
