state,year,support,fte,cpi_u_rs,cpi_u_rs_2019_adj,real_support_fte
Arkansas,2011,1015701968,124085,330.5,1.1391830559757943,9324.821468081303
California,2011,10984313738,1586699,330.5,1.1391830559757943,7886.274644309816
Colorado,2011,763136784,195621,330.5,1.1391830559757943,4444.065277882537
Connecticut,2011,1076131375,86281,330.5,1.1391830559757943,14208.349792004421
Delaware,2011,212455800,34648,330.5,1.1391830559757943,6985.281906712715
Florida,2011,4132825282,636320,330.5,1.1391830559757943,7398.86304777908
Georgia,2011,2956868287,385615,330.5,1.1391830559757943,8735.17433528927
Hawaii,2011,523978138,40743,330.5,1.1391830559757943,14650.54160251691
Idaho,2011,348063900,53201,330.5,1.1391830559757943,7453.027147550859
Illinois,2011,3603549212,393312.62,330.5,1.1391830559757943,10437.250154051311
Indiana,2011,1564730685,273322.52,330.5,1.1391830559757943,6521.653186562885
Iowa,2011,758711929,132744,330.5,1.1391830559757943,6511.11744322538
Kansas,2011,795182338,141031,330.5,1.1391830559757943,6423.114392302522
Kentucky,2011,1285568819,159806,330.5,1.1391830559757943,9164.22547273327
Louisiana,2011,1582176852,183633,330.5,1.1391830559757943,9815.169720886344
Maine,2011,276689767,38284,330.5,1.1391830559757943,8233.21215986549
Maryland,2011,1596186225,238741.69,330.5,1.1391830559757943,7616.383639162338
Massachusetts,2011,1214703917,168671,330.5,1.1391830559757943,8203.959899886926
Michigan,2011,1869659000,435592,330.5,1.1391830559757943,4889.63032666497
Minnesota,2011,1384573000,214342,330.5,1.1391830559757943,7358.716916710553
Mississippi,2011,1019593795,138859,330.5,1.1391830559757943,8364.628689836867
Missouri,2011,1000997715,197890,330.5,1.1391830559757943,5762.391409361197
Montana,2011,209541869,40961,330.5,1.1391830559757943,5827.654273145176
Nebraska,2011,653935362,84384,330.5,1.1391830559757943,8828.120071267032
Nevada,2011,550168604,69169,330.5,1.1391830559757943,9061.035313603732
New Hampshire,2011,137555490,39036,330.5,1.1391830559757943,4014.2658946728097
New Jersey,2011,2050400000,277147,330.5,1.1391830559757943,8427.9495645732
New Mexico,2011,843082624,92078,330.5,1.1391830559757943,10430.563653081208
New York,2011,5238169624,578830,330.5,1.1391830559757943,10309.130625551366
North Carolina,2011,3780946745,425779,330.5,1.1391830559757943,10116.02372933102
North Dakota,2011,311678000,37915,330.5,1.1391830559757943,9364.586483460995
Ohio,2011,2282711269,460747,330.5,1.1391830559757943,5643.934739303356
Oklahoma,2011,1143222958,150171,330.5,1.1391830559757943,8672.381637973558
Oregon,2011,650162979,168374,330.5,1.1391830559757943,4398.865913380606
Pennsylvania,2011,1944404000,374997,330.5,1.1391830559757943,5906.79949645346
Rhode Island,2011,164609803,31724,330.5,1.1391830559757943,5911.004237331783
South Carolina,2011,928848337,172374.53,330.5,1.1391830559757943,6138.541970682643
South Dakota,2011,196616485,33313,330.5,1.1391830559757943,6723.56642264338
Tennessee,2011,1659586381,201378,330.5,1.1391830559757943,9388.178873379362
Texas,2011,6270811568,979943,330.5,1.1391830559757943,7289.814086617897
Utah,2011,734871622,125073,330.5,1.1391830559757943,6693.3175033768175
Vermont,2011,94227425,22548,330.5,1.1391830559757943,4760.612292364288
Virginia,2011,1903977834,321965,330.5,1.1391830559757943,6736.692769233592
Washington,2011,1592882000,261485,330.5,1.1391830559757943,6939.534522319962
West Virginia,2011,535119010,81116,330.5,1.1391830559757943,7515.14509002591
Wisconsin,2011,1330088284,240625,330.5,1.1391830559757943,6296.99339671572
Wyoming,2011,384795426,26391.5,330.5,1.1391830559757943,16609.60647618315
U.S.,2011,78553702623,11665884.69,330.5,1.1391830559757943,7670.832464938663
District of Columbia,2011,66420000,3659,330.5,1.1391830559757943,20679.02120194377
Alabama,2010,1542585887,210067,320.4,1.1750936329588015,8629.07003054171
Alaska,2010,336883938,20291.38,320.4,1.1750936329588015,19509.27786034699
Arizona,2010,1160506000,259953,320.4,1.1750936329588015,5245.960660621293
Arkansas,2010,951796422,118884,320.4,1.1750936329588015,9407.909519911582
California,2010,10114803000,1612044,320.4,1.1750936329588015,7373.148998372616
Colorado,2010,827925458,187231,320.4,1.1750936329588015,5196.201132613187
Connecticut,2010,1097950296,85033,320.4,1.1750936329588015,15172.867029680612
Delaware,2010,242518560,33570,320.4,1.1750936329588015,8489.187242488444
Florida,2010,3958273967,607246,320.4,1.1750936329588015,7659.733511835859
Georgia,2010,2963304866,370732.1,320.4,1.1750936329588015,9392.660307948609
Hawaii,2010,567966074,39857,320.4,1.1750936329588015,16745.197011666896
Idaho,2010,369722800,49251,320.4,1.1750936329588015,8821.321561789617
Illinois,2010,3684064394,391925.9,320.4,1.1750936329588015,11045.763019998487
Indiana,2010,1595424390,265757.48,320.4,1.1750936329588015,7054.450706547112
Iowa,2010,863776446,127128,320.4,1.1750936329588015,7984.222216933972
Kansas,2010,793700801,138240,320.4,1.1750936329588015,6746.764740519392
Kentucky,2010,1286116198,154247,320.4,1.1750936329588015,9797.966608848024
Louisiana,2010,1493619738,178931,320.4,1.1750936329588015,9809.04954527384
Maine,2010,270023801,37517,320.4,1.1750936329588015,8457.585875801222
Maryland,2010,1600560142,231188.76,320.4,1.1750936329588015,8135.378346386024
Massachusetts,2010,1208725729,165244,320.4,1.1750936329588015,8595.567210557634
Michigan,2010,1905703800,434490,320.4,1.1750936329588015,5154.043595215985
Minnesota,2010,1566839000,215009,320.4,1.1750936329588015,8563.281224374494
Mississippi,2010,1069923179,127025,320.4,1.1750936329588015,9897.735999983784
Missouri,2010,1085179342,191608,320.4,1.1750936329588015,6655.188381500886
Montana,2010,209496709,38909,320.4,1.1750936329588015,6327.025851903746
Nebraska,2010,641402181,83206,320.4,1.1750936329588015,9058.332560860861
Nevada,2010,581263909,68799,320.4,1.1750936329588015,9928.044281670434
New Hampshire,2010,144610959,39171,320.4,1.1750936329588015,4338.194510657535
New Jersey,2010,2083600000,268066,320.4,1.1750936329588015,9133.665193023207
New Mexico,2010,895500103,98709,320.4,1.1750936329588015,10660.59294845709
New York,2010,5144258636,572355,320.4,1.1750936329588015,10561.601749712903
North Carolina,2010,3753464917,420956,320.4,1.1750936329588015,10477.752367233004
North Dakota,2010,311677000,37716,320.4,1.1750936329588015,9710.723784062477
Ohio,2010,2277951986,447494,320.4,1.1750936329588015,5981.771543159141
Oklahoma,2010,1189774282,142024,320.4,1.1750936329588015,9844.083981836377
Oregon,2010,690552147,160037,320.4,1.1750936329588015,5070.473897696972
Pennsylvania,2010,1968098000,371286,320.4,1.1750936329588015,6228.889397496678
Rhode Island,2010,160619897,32071,320.4,1.1750936329588015,5885.174091584251
South Carolina,2010,1027812395,171727.11,320.4,1.1750936329588015,7033.11085384618
South Dakota,2010,198653313,32323.6,320.4,1.1750936329588015,7221.8516276798355
Tennessee,2010,1655904400,190286,320.4,1.1750936329588015,10225.884811433654
Texas,2010,6761849616,896832,320.4,1.1750936329588015,8859.860521019005
Utah,2010,745139400,118446,320.4,1.1750936329588015,7392.470531776013
Vermont,2010,93255052,21778,320.4,1.1750936329588015,5031.840290496922
Virginia,2010,1802021513,312598,320.4,1.1750936329588015,6774.016488848572
Washington,2010,1673104000,254867,320.4,1.1750936329588015,7714.0385286361225
West Virginia,2010,523261053,78798,320.4,1.1750936329588015,7803.253023625193
Wisconsin,2010,1247696524,237403,320.4,1.1750936329588015,6175.828617234106
Wyoming,2010,307863715,25587,320.4,1.1750936329588015,14138.769348323096
U.S.,2010,78646725935,11373915.33,320.4,1.1750936329588015,8125.369691781797
Alabama,2009,1581208946,199153,315.2,1.194479695431472,9483.773682704246
Alaska,2009,323420318,19030.17,315.2,1.194479695431472,20300.34429229954
Arizona,2009,1308325500,245680,315.2,1.194479695431472,6360.990901844791
Arkansas,2009,887321221,108474,315.2,1.194479695431472,9770.886865147057
California,2009,11182592000,1639923,315.2,1.194479695431472,8145.125768889403
Colorado,2009,833212309,171564,315.2,1.194479695431472,5801.072399128451
Connecticut,2009,1045313922,80433,315.2,1.194479695431472,15523.55693783444
Delaware,2009,243840165,32417,315.2,1.194479695431472,8984.85751374772
Florida,2009,4107485788,564963,315.2,1.194479695431472,8684.3003400919
Georgia,2009,2890543051,330866.4,315.2,1.194479695431472,10435.314626054618
Hawaii,2009,604878507,37070,315.2,1.194479695431472,19490.56096073384
Idaho,2009,416493100,44705,315.2,1.194479695431472,11128.342494962748
Illinois,2009,3203555376,368019,315.2,1.194479695431472,10397.78340200461
Indiana,2009,1639107213,239872.59,315.2,1.194479695431472,8162.167609745527
Iowa,2009,914194605,117254,315.2,1.194479695431472,9313.003337587588
Kansas,2009,815609440,130930,315.2,1.194479695431472,7440.837970535656
Kentucky,2009,1284097566,144641,315.2,1.194479695431472,10604.38236419808
Louisiana,2009,1564395611,169602.46,315.2,1.194479695431472,11017.757601874475
Maine,2009,269992384,35968,315.2,1.194479695431472,8966.315074764709
Maryland,2009,1613101952,231079,315.2,1.194479695431472,8338.349777889263
Massachusetts,2009,1242600543,155387,315.2,1.194479695431472,9552.028922275491
Michigan,2009,2046065700,409270,315.2,1.194479695431472,5971.568730101844
Minnesota,2009,1556962532,200732,315.2,1.194479695431472,9264.891153486109
Mississippi,2009,978760459,120873,315.2,1.194479695431472,9672.21376954893
Missouri,2009,1108459017,177751,315.2,1.194479695431472,7448.800788881237
Montana,2009,207471410,36388,315.2,1.194479695431472,6810.497598866056
Nebraska,2009,651703765,77825.08,315.2,1.194479695431472,10002.5199425268
Nevada,2009,623227269,65665,315.2,1.194479695431472,11336.82050498299
New Hampshire,2009,138531000,34311,315.2,1.194479695431472,4822.723519798818
New Jersey,2009,1984924000,246215,315.2,1.194479695431472,9629.597770138373
New Mexico,2009,952987632,89450,315.2,1.194479695431472,12725.817511697258
New York,2009,4967332909,547845,315.2,1.194479695431472,10830.396006624225
North Carolina,2009,3709737250,385791.88,315.2,1.194479695431472,11486.000743485807
North Dakota,2009,253901000,36408,315.2,1.194479695431472,8330.026069812848
Ohio,2009,2474062613,391546,315.2,1.194479695431472,7547.5616056724675
Oklahoma,2009,1078158766,127058,315.2,1.194479695431472,10135.833669965305
Oregon,2009,743058124,141532,315.2,1.194479695431472,6271.1460421911725
Pennsylvania,2009,2228734000,353494,315.2,1.194479695431472,7531.040157733275
Rhode Island,2009,191329662,30120,315.2,1.194479695431472,7587.6293623096435
South Carolina,2009,981323606,157466.82,315.2,1.194479695431472,7443.924517016308
South Dakota,2009,199563285,31026.6,315.2,1.194479695431472,7682.900862037866
Tennessee,2009,1663595500,178100,315.2,1.194479695431472,11157.389366429912
Texas,2009,6107243700,861900,315.2,1.194479695431472,8463.834081334002
Utah,2009,777757500,107649,315.2,1.194479695431472,8630.043397704978
Vermont,2009,87189483,20654,315.2,1.194479695431472,5042.41634059589
Virginia,2009,1899464085,294436,315.2,1.194479695431472,7705.821576620452
Washington,2009,1809447000,236742,315.2,1.194479695431472,9129.549051116366
West Virginia,2009,518293576,74864,315.2,1.194479695431472,8269.544144108899
Wisconsin,2009,1292041167,224113,315.2,1.194479695431472,6886.33385677352
Wyoming,2009,327329344,23627.9,315.2,1.194479695431472,16547.73615627726
U.S.,2009,79529944871,10749885.9,315.2,1.194479695431472,8837.015128429768
Alabama,2008,1961808342,187086,316.3,1.1903256402149858,12481.910836033963
Alaska,2008,300872924,18723.1,316.3,1.1903256402149858,19128.06938400451
Arizona,2008,1325906400,233255,316.3,1.1903256402149858,6766.244601166736
Arkansas,2008,879882230,106206,316.3,1.1903256402149858,9861.46148747283
California,2008,11620239000,1507467,316.3,1.1903256402149858,9175.569632453742
Colorado,2008,747481054,164638,316.3,1.1903256402149858,5404.255786338041
Connecticut,2008,1034480989,77088,316.3,1.1903256402149858,15973.552894375996
Delaware,2008,241714400,31619,316.3,1.1903256402149858,9099.555581428292
Florida,2008,3988566231,540784,316.3,1.1903256402149858,8779.277220581504
Georgia,2008,2959753896,310759,316.3,1.1903256402149858,11336.987669335396
Hawaii,2008,554292000,35469,316.3,1.1903256402149858,18601.820738279763
Idaho,2008,410595600,43968,316.3,1.1903256402149858,11115.867686486905
Illinois,2008,3087877559,358679,316.3,1.1903256402149858,10247.546782282103
Indiana,2008,1525216628,229250.65,316.3,1.1903256402149858,7919.299069340226
Iowa,2008,873724167,115011,316.3,1.1903256402149858,9042.75485349732
Kansas,2008,825697884,127940,316.3,1.1903256402149858,7682.111633550564
Kentucky,2008,1320540000,142382,316.3,1.1903256402149858,11039.826810478131
Louisiana,2008,1598519738,165154.66,316.3,1.1903256402149858,11521.073825777252
Maine,2008,271117262,35533,316.3,1.1903256402149858,9082.200446443701
Maryland,2008,1555048366,207255,316.3,1.1903256402149858,8931.094264670177
Massachusetts,2008,1347344567,148288,316.3,1.1903256402149858,10815.297153542147
Michigan,2008,2033709000,395019,316.3,1.1903256402149858,6128.251976325135
Minnesota,2008,1560644000,196014,316.3,1.1903256402149858,9477.254524920038
Mississippi,2008,1045937317,117532,316.3,1.1903256402149858,10592.910921985242
Missouri,2008,1021705137,164160,316.3,1.1903256402149858,7408.393161004294
Montana,2008,196547880,35556,316.3,1.1903256402149858,6579.9297191443975
Nebraska,2008,635032800,75451,316.3,1.1903256402149858,10018.367208088892
Nevada,2008,620032581,63324,316.3,1.1903256402149858,11654.99145557727
New Hampshire,2008,133093000,32982,316.3,1.1903256402149858,4803.347596662819
New Jersey,2008,2044508000,238040,316.3,1.1903256402149858,10223.619114538145
New Mexico,2008,1016380902,85203,316.3,1.1903256402149858,14199.315140023646
New York,2008,4853312900,526538,316.3,1.1903256402149858,10971.71103482778
North Carolina,2008,3837233489,357601,316.3,1.1903256402149858,12772.775829621027
North Dakota,2008,253901000,34955,316.3,1.1903256402149858,8646.112727112719
Ohio,2008,2288294736,375931.84,316.3,1.1903256402149858,7245.504654859194
Oklahoma,2008,1098881179,131191,316.3,1.1903256402149858,9970.397686681048
Oregon,2008,725761919,129626.14,316.3,1.1903256402149858,6664.496997884313
Pennsylvania,2008,2193274000,343043,316.3,1.1903256402149858,7610.446148782755
Rhode Island,2008,191329662,30120,316.3,1.1903256402149858,7561.241779955738
South Carolina,2008,1211068342,149541.24,316.3,1.1903256402149858,9639.920730463728
South Dakota,2008,198949272,29595.09,316.3,1.1903256402149858,8001.814475431747
Tennessee,2008,1639461400,173706,316.3,1.1903256402149858,11234.459031713106
Texas,2008,6347752622,804918,316.3,1.1903256402149858,9387.158323839825
Utah,2008,812337500,103320,316.3,1.1903256402149858,9358.75101391929
Vermont,2008,90801445,19875,316.3,1.1903256402149858,5438.152862997274
Virginia,2008,1885553314,281940,316.3,1.1903256402149858,7960.638631079443
Washington,2008,1768291000,221264,316.3,1.1903256402149858,9512.8087563336
West Virginia,2008,566498528,73525,316.3,1.1903256402149858,9171.271309383843
Wisconsin,2008,1242536879,219006,316.3,1.1903256402149858,6753.346967600912
Wyoming,2008,290507515,23054,316.3,1.1903256402149858,14999.503070167415
U.S.,2008,80234016556,10218586.72,316.3,1.1903256402149858,9346.165936735375
Alabama,2007,1685067489,182504,304.6,1.2360472751149048,11412.479058887284
Alaska,2007,288123439,18665.76,304.6,1.2360472751149048,19079.544131751696
Arizona,2007,1196750400,229558,304.6,1.2360472751149048,6443.861990924613
Arkansas,2007,796303595,103369,304.6,1.2360472751149048,9521.8962045096
California,2007,11036612000,1434993,304.6,1.2360472751149048,9506.50922276308
Colorado,2007,689786249,157382,304.6,1.2360472751149048,5417.445536898636
Connecticut,2007,923951455,74951,304.6,1.2360472751149048,15237.257385374465
Delaware,2007,233226000,31269,304.6,1.2360472751149048,9219.302241387597
Florida,2007,3971019378,518086,304.6,1.2360472751149048,9474.040374774428
Georgia,2007,2774268032,297755,304.6,1.2360472751149048,11516.604058343233
Hawaii,2007,503627000,35010,304.6,1.2360472751149048,17780.82779275333
Idaho,2007,375281600,43378,304.6,1.2360472751149048,10693.572757636628
Illinois,2007,2848129600,357931,304.6,1.2360472751149048,9835.478992470906
Indiana,2007,1456514140,223483.33,304.6,1.2360472751149048,8055.725381903559
Iowa,2007,804448696,112934,304.6,1.2360472751149048,8804.581602179489
Kansas,2007,788720641,127245,304.6,1.2360472751149048,7661.566262996039
Kentucky,2007,1253992000,140621,304.6,1.2360472751149048,11022.4887791716
Louisiana,2007,1459847337,166671,304.6,1.2360472751149048,10826.360452523833
Maine,2007,256024310,35514,304.6,1.2360472751149048,8910.799987010016
Maryland,2007,1450214753,197966,304.6,1.2360472751149048,9054.756846009337
Massachusetts,2007,1256792868,143565,304.6,1.2360472751149048,10820.571865533007
Michigan,2007,2035388000,384455,304.6,1.2360472751149048,6543.901864201469
Minnesota,2007,1400500000,191456,304.6,1.2360472751149048,9041.681685600994
Mississippi,2007,879465904,115739,304.6,1.2360472751149048,9392.352052425425
Missouri,2007,978771911,163354,304.6,1.2360472751149048,7406.0528272987385
Montana,2007,171368691,35293,304.6,1.2360472751149048,6001.751156052421
Nebraska,2007,604025649,73940,304.6,1.2360472751149048,10097.433832106599
Nevada,2007,593775719,61323,304.6,1.2360472751149048,11968.345637025968
New Hampshire,2007,123966000,32092,304.6,1.2360472751149048,4774.642792811114
New Jersey,2007,1973721000,229968,304.6,1.2360472751149048,10608.486675916061
New Mexico,2007,954683100,83224,304.6,1.2360472751149048,14179.004185730679
New York,2007,4568118300,508909,304.6,1.2360472751149048,11095.127374673135
North Carolina,2007,3466352712,344056,304.6,1.2360472751149048,12453.135025271353
North Dakota,2007,215719000,33905,304.6,1.2360472751149048,7864.293825114648
Ohio,2007,2208183856,366629.34,304.6,1.2360472751149048,7444.629603734178
Oklahoma,2007,1033365199,132093,304.6,1.2360472751149048,9669.613366510877
Oregon,2007,640983571,125113.45,304.6,1.2360472751149048,6332.540556814404
Pennsylvania,2007,2153998000,337425,304.6,1.2360472751149048,7890.474501008978
Rhode Island,2007,196360781,28926,304.6,1.2360472751149048,8390.762922439486
South Carolina,2007,1127265244,145858.54,304.6,1.2360472751149048,9552.770329237754
South Dakota,2007,178777732,29231,304.6,1.2360472751149048,7559.704713825142
Tennessee,2007,1505273700,171845,304.6,1.2360472751149048,10827.137566918622
Texas,2007,5709136834,794211,304.6,1.2360472751149048,8885.249671590842
Utah,2007,718208600,102372,304.6,1.2360472751149048,8671.704987634223
Vermont,2007,85923033,19381,304.6,1.2360472751149048,5479.847830826998
Virginia,2007,1854731000,273039,304.6,1.2360472751149048,8396.365349349882
Washington,2007,1631059000,214847,304.6,1.2360472751149048,9383.729037415656
West Virginia,2007,455444801,72679,304.6,1.2360472751149048,7745.721669826224
Wisconsin,2007,1170359461,215098,304.6,1.2360472751149048,6725.3978311002365
Wyoming,2007,276929650,22569,304.6,1.2360472751149048,15166.73930085623
U.S.,2007,74960557430,9941882.42,304.6,1.2360472751149048,9319.642783750185
Alabama,2006,1407875152,180985,296.2,1.2711006076975018,9887.841319829891
Alaska,2006,253089613,18794.51,296.2,1.2711006076975018,17116.82618414769
Arizona,2006,1073220600,227283,296.2,1.2711006076975018,6002.0826760183445
Arkansas,2006,752020512,101344,296.2,1.2711006076975018,9432.168947388956
California,2006,10115495000,1373351,296.2,1.2711006076975018,9362.363912547515
Colorado,2006,635454358,158876,296.2,1.2711006076975018,5084.005265854036
Connecticut,2006,831729276,73608,296.2,1.2711006076975018,14362.726716707466
Delaware,2006,216419000,31269,296.2,1.2711006076975018,8797.541412174538
Florida,2006,3843695214,507927,296.2,1.2711006076975018,9618.94784549626
Georgia,2006,2637670133,292655,296.2,1.2711006076975018,11456.302161117528
Hawaii,2006,461171000,35337,296.2,1.2711006076975018,16588.695654765954
Idaho,2006,363077200,44504,296.2,1.2711006076975018,10370.026279909836
Illinois,2006,2640436585,356491,296.2,1.2711006076975018,9414.713268442167
Indiana,2006,1429113393,219944.06,296.2,1.2711006076975018,8259.131446018313
Iowa,2006,779847282,112341,296.2,1.2711006076975018,8823.709545592837
Kansas,2006,773953552,127645,296.2,1.2711006076975018,7707.10039779733
Kentucky,2006,1207616000,140769,296.2,1.2711006076975018,10904.399629643078
Louisiana,2006,1285481337,166536,296.2,1.2711006076975018,9811.548906209451
Maine,2006,244070644,35235,296.2,1.2711006076975018,8804.834508571608
Maryland,2006,1272254989,192614,296.2,1.2711006076975018,8395.880308098469
Massachusetts,2006,1147151288,139874,296.2,1.2711006076975018,10424.701512059224
Michigan,2006,2012271300,378034,296.2,1.2711006076975018,6766.056154425903
Minnesota,2006,1365500000,189009,296.2,1.2711006076975018,9183.09646530556
Mississippi,2006,772365105,117731,296.2,1.2711006076975018,8338.957065937135
Missouri,2006,926756453,160918,296.2,1.2711006076975018,7320.502930659598
Montana,2006,172767000,35429,296.2,1.2711006076975018,6198.43175619053
Nebraska,2006,564842378,72622,296.2,1.2711006076975018,9886.418577415963
Nevada,2006,555541162,60948,296.2,1.2711006076975018,11586.085000642783
New Hampshire,2006,117172000,31720,296.2,1.2711006076975018,4695.378322986497
New Jersey,2006,2029443000,228080,296.2,1.2711006076975018,11310.181649366192
New Mexico,2006,837112827,79645,296.2,1.2711006076975018,13359.967645314504
New York,2006,4148095000,500182,296.2,1.2711006076975018,10541.455060931758
North Carolina,2006,3062511308,338644,296.2,1.2711006076975018,11495.139393224954
North Dakota,2006,215031000,34302,296.2,1.2711006076975018,7968.224440959754
Ohio,2006,2142242026,363598,296.2,1.2711006076975018,7489.054233201853
Oklahoma,2006,890540061,134940,296.2,1.2711006076975018,8388.661721624947
Oregon,2006,621273625,126443.34,296.2,1.2711006076975018,6245.495273091725
Pennsylvania,2006,2047114000,327235,296.2,1.2711006076975018,7951.7406433482465
Rhode Island,2006,192854763,28092,296.2,1.2711006076975018,8726.24969552391
South Carolina,2006,1050223497,144400.88,296.2,1.2711006076975018,9244.678600676778
South Dakota,2006,165577963,29254,296.2,1.2711006076975018,7194.443474075834
Tennessee,2006,1371036300,169041.92,296.2,1.2711006076975018,10309.425461479224
Texas,2006,5700130286,820788,296.2,1.2711006076975018,8827.418371722704
Utah,2006,690228000,104350,296.2,1.2711006076975018,8407.754961665847
Vermont,2006,82067786,18868,296.2,1.2711006076975018,5528.7477558293685
Virginia,2006,1594605000,265615,296.2,1.2711006076975018,7630.982378771812
Washington,2006,1536329000,213055,296.2,1.2711006076975018,9165.843211956046
West Virginia,2006,416660839,71717,296.2,1.2711006076975018,7384.829896072772
Wisconsin,2006,1111470921,214065,296.2,1.2711006076975018,6599.824180137818
Wyoming,2006,251244326,22483,296.2,1.2711006076975018,14204.368432110894
U.S.,2006,70013849054,9818592.71,296.2,1.2711006076975018,9063.89018348237
Alabama,2005,1214819772,180517,286.9,1.3123039386545836,8831.371956940695
Alaska,2005,232956428,18719.59,286.9,1.3123039386545836,16331.000732350598
Arizona,2005,987367600,218212,286.9,1.3123039386545836,5937.924543012865
Arkansas,2005,655270998,99231,286.9,1.3123039386545836,8665.78701778194
California,2005,9140927000,1433492,286.9,1.3123039386545836,8368.148901461625
Colorado,2005,597921311,162711,286.9,1.3123039386545836,4822.381347486109
Connecticut,2005,787966647,72278,286.9,1.3123039386545836,14306.590309451643
Delaware,2005,203478000,30541,286.9,1.3123039386545836,8743.164298142083
Florida,2005,3616495340,504657,286.9,1.3123039386545836,9404.290595013934
Georgia,2005,2466928208,295356,286.9,1.3123039386545836,10960.872993054125
Hawaii,2005,409727000,35733,286.9,1.3123039386545836,15047.333161870725
Idaho,2005,350879700,45024,286.9,1.3123039386545836,10227.008091327707
Illinois,2005,2685920700,356797.6,286.9,1.3123039386545836,9878.83414441094
Indiana,2005,1417478385,220359.19,286.9,1.3123039386545836,8441.501657331552
Iowa,2005,743121766,117737,286.9,1.3123039386545836,8282.881510669966
Kansas,2005,727534311,111948,286.9,1.3123039386545836,8528.478774356387
Kentucky,2005,1076740400,140579,286.9,1.3123039386545836,10051.363772885792
Louisiana,2005,1287848788,183409,286.9,1.3123039386545836,9214.64615631693
Maine,2005,241255620,35167,286.9,1.3123039386545836,9002.778182630123
Maryland,2005,1185321898,196626,286.9,1.3123039386545836,7910.9710583489805
Massachusetts,2005,1037527876,137677,286.9,1.3123039386545836,9889.465329275945
Michigan,2005,1947744600,371950,286.9,1.3123039386545836,6871.979863081588
Minnesota,2005,1273328000,190087,286.9,1.3123039386545836,8790.676635430953
Mississippi,2005,761417563,118060,286.9,1.3123039386545836,8463.588572638273
Missouri,2005,925045604,158958,286.9,1.3123039386545836,7636.866276401994
Montana,2005,152582000,35259,286.9,1.3123039386545836,5678.946072429555
Nebraska,2005,519741659,71932,286.9,1.3123039386545836,9481.997250021792
Nevada,2005,502023883,59746,286.9,1.3123039386545836,11026.812154111873
New Hampshire,2005,115367000,30885,286.9,1.3123039386545836,4901.944908232584
New Jersey,2005,1890323000,226969,286.9,1.3123039386545836,10929.590905495237
New Mexico,2005,762379374,79219,286.9,1.3123039386545836,12629.210861652076
New York,2005,3797477500,497971,286.9,1.3123039386545836,10007.499794570691
North Carolina,2005,2780767364,339034,286.9,1.3123039386545836,10763.557531867966
North Dakota,2005,201545000,34629,286.9,1.3123039386545836,7637.768844498486
Ohio,2005,2102153594,381073,286.9,1.3123039386545836,7239.2020454429685
Oklahoma,2005,787076396,136424,286.9,1.3123039386545836,7571.127180648968
Oregon,2005,585749933,127059,286.9,1.3123039386545836,6049.803194913847
Pennsylvania,2005,2015637000,326675,286.9,1.3123039386545836,8097.125197820185
Rhode Island,2005,188033394,28117,286.9,1.3123039386545836,8776.077232449732
South Carolina,2005,976616957,142566.9,286.9,1.3123039386545836,8989.592108883298
South Dakota,2005,162783467,28523,286.9,1.3123039386545836,7489.443077234107
Tennessee,2005,1328874600,170084,286.9,1.3123039386545836,10253.094774100058
Texas,2005,5110262835,812696,286.9,1.3123039386545836,8251.81623378316
Utah,2005,646914100,107703,286.9,1.3123039386545836,7882.305241276335
Vermont,2005,78008810,18059,286.9,1.3123039386545836,5668.711922739746
Virginia,2005,1480522000,260813,286.9,1.3123039386545836,7449.3788724670985
Washington,2005,1411664000,213801,286.9,1.3123039386545836,8664.75005849778
West Virginia,2005,426408695,70786,286.9,1.3123039386545836,7905.204559165105
Wisconsin,2005,1121729480,212752,286.9,1.3123039386545836,6919.088961367968
Wyoming,2005,217638250,22426,286.9,1.3123039386545836,12735.553940822747
U.S.,2005,65337303806,9871028.28,286.9,1.3123039386545836,8686.268410294224
Alabama,2004,1167536776,183167,277.5,1.3567567567567567,8648.192139413759
Alaska,2004,217143250,18802.13,277.5,1.3567567567567567,15668.999821914942
Arizona,2004,922181672,212980,277.5,1.3567567567567567,5874.618341831361
Arkansas,2004,661092428,96292,277.5,1.3567567567567567,9314.809314685848
California,2004,8715427000,1401271,277.5,1.3567567567567567,8438.563611371583
Colorado,2004,578429500,161181,277.5,1.3567567567567567,4868.986620212261
Connecticut,2004,747737016,70030,277.5,1.3567567567567567,14486.60929223383
Delaware,2004,191289000,29546,277.5,1.3567567567567567,8784.01960479399
Florida,2004,3302220098,499972,277.5,1.3567567567567567,8961.120683277182
Georgia,2004,2355578070,289382,277.5,1.3567567567567567,11044.04027389589
Hawaii,2004,398836000,35441,277.5,1.3567567567567567,15268.289208482769
Idaho,2004,339515800,45184,277.5,1.3567567567567567,10194.767078516192
Illinois,2004,2682059000,356961.26,277.5,1.3567567567567567,10194.108095288182
Indiana,2004,1360311954,219021.42,277.5,1.3567567567567567,8426.629846918562
Iowa,2004,737622332,117664,277.5,1.3567567567567567,8505.354933332843
Kansas,2004,685831995,110243,277.5,1.3567567567567567,8440.510447068895
Kentucky,2004,1108687600,140056,277.5,1.3567567567567567,10740.128180388076
Louisiana,2004,1245307618,183276,277.5,1.3567567567567567,9218.771279175462
Maine,2004,231511927,34516,277.5,1.3567567567567567,9100.283092682437
Maryland,2004,1149052302,165502,277.5,1.3567567567567567,9419.731934389949
Massachusetts,2004,914864013,137279,277.5,1.3567567567567567,9041.790304062175
